#Data tag : 19v3 , Norm tag: composite
+-------------+-------------------+------+----------------------+----------------+---------------+
| run:fill    | time              | ncms | hltpath              | delivered(/fb) | recorded(/fb) |
| 302392:6171 | 09/06/17 01:57:37 | 355  | HLT_DiPFJetAve60_v9  | 0.000001571    | 0.000001488   |
| 302393:6171 | 09/06/17 04:19:09 | 887  | HLT_DiPFJetAve60_v9  | 0.000003724    | 0.000003646   |
| 302448:6174 | 09/06/17 20:48:45 | 1898 | HLT_DiPFJetAve60_v9  | 0.000008195    | 0.000008001   |
| 302472:6175 | 09/07/17 11:26:58 | 781  | HLT_DiPFJetAve60_v9  | 0.000003199    | 0.000003073   |
| 302473:6175 | 09/07/17 16:32:57 | 368  | HLT_DiPFJetAve60_v9  | 0.000001725    | 0.000001679   |
| 302474:6175 | 09/07/17 19:17:17 | 305  | HLT_DiPFJetAve60_v9  | 0.000001266    | 0.000001207   |
| 302475:6175 | 09/07/17 21:17:58 | 2    | HLT_DiPFJetAve60_v9  | 0.000000039    | 0.000000014   |
| 302476:6175 | 09/07/17 21:22:33 | 259  | HLT_DiPFJetAve60_v9  | 0.000001120    | 0.000001091   |
| 302479:6176 | 09/08/17 01:19:43 | 309  | HLT_DiPFJetAve60_v9  | 0.000001396    | 0.000001333   |
| 302484:6177 | 09/08/17 06:07:18 | 169  | HLT_DiPFJetAve60_v9  | 0.000000760    | 0.000000712   |
| 302485:6177 | 09/08/17 07:17:25 | 922  | HLT_DiPFJetAve60_v9  | 0.000004038    | 0.000003902   |
| 302492:6177 | 09/08/17 13:49:02 | 44   | HLT_DiPFJetAve60_v9  | 0.000000194    | 0.000000189   |
| 302493:6177 | 09/08/17 14:09:59 | 2    | HLT_DiPFJetAve60_v9  | 0.000313803    | 0.000141710   |
| 302494:6177 | 09/08/17 14:13:24 | 618  | HLT_DiPFJetAve60_v9  | 0.000002874    | 0.000002810   |
+-------------+-------------------+------+----------------------+----------------+---------------+
#Summary: 
+----------------------+-------+------+-------+-------------------+------------------+
| hltpath              | nfill | nrun | ncms  | totdelivered(/fb) | totrecorded(/fb) |
+----------------------+-------+------+-------+-------------------+------------------+
| HLT_DiPFJetAve60_v10 | 67    | 144  | 90815 | 0.000413038       | 0.000394948      |
| HLT_DiPFJetAve60_v11 | 6     | 27   | 14589 | 0.000071540       | 0.000068517      |
| HLT_DiPFJetAve60_v12 | 2     | 13   | 4469  | 0.000021547       | 0.000020758      |
| HLT_DiPFJetAve60_v9  | 18    | 47   | 19043 | 0.000417732       | 0.000242415      |
+----------------------+-------+------+-------+-------------------+------------------+
#Sum delivered : 0.000923857
#Sum recorded : 0.000726638

#Check JSON:
#(run,ls) in json but not in results: [(306454, 98), (306454, 99), (306454, 100), (306454, 101), (306455, 7), (306455, 8), (306455, 9), (306455, 10), (306455, 11), (306456, 785), (306456, 786), (306456, 787), (306457, 29), (306457, 30), (306457, 31), (306458, 265), (306458, 266), (306458, 267), (306458, 268), (306459, 2275), (306460, 65), (306460, 66), (306460, 67), (306460, 68), (306460, 69), (306460, 70), (306460, 71), (306460, 72), (306460, 73)]
#Data tag : 19v3 , Norm tag: composite
+-------------+-------------------+------+----------------------+----------------+---------------+
| run:fill    | time              | ncms | hltpath              | delivered(/fb) | recorded(/fb) |
+-------------+-------------------+------+----------------------+----------------+---------------+
| 306029:6355 | 11/01/17 18:28:41 | 32   | HLT_DiPFJetAve80_v10 | 0.000000505    | 0.000000414   |
| 306030:6355 | 11/01/17 18:42:20 | 110  | HLT_DiPFJetAve80_v10 | 0.000001736    | 0.000001582   |
| 306036:6356 | 11/01/17 22:43:47 | 4    | HLT_DiPFJetAve80_v10 | 0.000000063    | 0.000000003   |
| 306037:6356 | 11/01/17 22:46:26 | 44   | HLT_DiPFJetAve80_v10 | 0.000000696    | 0.000000552   |
| 306038:6356 | 11/01/17 23:06:46 | 138  | HLT_DiPFJetAve80_v10 | 0.000002179    | 0.000001998   |
| 306041:6356 | 11/02/17 00:07:18 | 320  | HLT_DiPFJetAve80_v10 | 0.000004886    | 0.000004544   |
| 306042:6356 | 11/02/17 02:14:22 | 365  | HLT_DiPFJetAve80_v10 | 0.000005593    | 0.000005280   |
| 306048:6356 | 11/02/17 04:39:06 | 136  | HLT_DiPFJetAve80_v10 | 0.000002008    | 0.000001867   |
| 306049:6356 | 11/02/17 05:33:33 | 358  | HLT_DiPFJetAve80_v10 | 0.000005178    | 0.000004943   |
| 306051:6356 | 11/02/17 08:00:13 | 415  | HLT_DiPFJetAve80_v10 | 0.000005877    | 0.000005713   |
| 306091:6358 | 11/02/17 18:43:55 | 198  | HLT_DiPFJetAve80_v10 | 0.000003012    | 0.000002787   |
| 306092:6358 | 11/02/17 20:04:27 | 972  | HLT_DiPFJetAve80_v10 | 0.000014057    | 0.000013149   |
| 306095:6358 | 11/03/17 02:42:56 | 300  | HLT_DiPFJetAve80_v10 | 0.000004402    | 0.000004288   |
| 306121:6360 | 11/03/17 13:15:57 | 91   | HLT_DiPFJetAve80_v10 | 0.000001437    | 0.000001297   |
| 306122:6360 | 11/03/17 13:53:17 | 127  | HLT_DiPFJetAve80_v10 | 0.000002006    | 0.000001839   |
| 306125:6360 | 11/03/17 14:46:12 | 2964 | HLT_DiPFJetAve80_v10 | 0.000043813    | 0.000042437   |
| 306126:6360 | 11/04/17 10:14:24 | 497  | HLT_DiPFJetAve80_v10 | 0.000007083    | 0.000006933   |
| 306134:6362 | 11/04/17 17:39:47 | 24   | HLT_DiPFJetAve80_v10 | 0.000000379    | 0.000000315   |
| 306135:6362 | 11/04/17 17:52:01 | 1095 | HLT_DiPFJetAve80_v10 | 0.000016926    | 0.000015961   |
| 306138:6362 | 11/05/17 01:32:21 | 1298 | HLT_DiPFJetAve80_v10 | 0.000019159    | 0.000018578   |
| 306139:6362 | 11/05/17 10:17:58 | 1112 | HLT_DiPFJetAve80_v10 | 0.000019872    | 0.000019508   |
| 306153:6364 | 11/06/17 02:35:56 | 83   | HLT_DiPFJetAve80_v10 | 0.000001310    | 0.000001196   |
| 306154:6364 | 11/06/17 03:10:19 | 1213 | HLT_DiPFJetAve80_v10 | 0.000018698    | 0.000017307   |
| 306155:6364 | 11/06/17 11:12:05 | 1440 | HLT_DiPFJetAve80_v10 | 0.000021429    | 0.000020889   |
| 306169:6364 | 11/06/17 21:43:34 | 735  | HLT_DiPFJetAve80_v10 | 0.000013279    | 0.000012874   |
| 306170:6364 | 11/07/17 02:33:04 | 15   | HLT_DiPFJetAve80_v10 | 0.000000322    | 0.000000302   |
| 306171:6364 | 11/07/17 02:41:35 | 503  | HLT_DiPFJetAve80_v10 | 0.000009506    | 0.000009351   |
| 306418:6370 | 11/09/17 02:11:31 | 66   | HLT_DiPFJetAve80_v11 | 0.000001040    | 0.000000940   |
| 306419:6370 | 11/09/17 02:41:06 | 58   | HLT_DiPFJetAve80_v11 | 0.000000911    | 0.000000834   |
| 306420:6370 | 11/09/17 03:06:38 | 108  | HLT_DiPFJetAve80_v11 | 0.000001686    | 0.000001548   |
| 306422:6370 | 11/09/17 04:30:37 | 115  | HLT_DiPFJetAve80_v11 | 0.000001767    | 0.000001668   |
| 306423:6370 | 11/09/17 05:16:28 | 323  | HLT_DiPFJetAve80_v11 | 0.000004819    | 0.000004553   |
| 306432:6370 | 11/09/17 08:44:06 | 339  | HLT_DiPFJetAve80_v11 | 0.000002859    | 0.000002789   |
| 306454:6371 | 11/09/17 14:18:49 | 85   | HLT_DiPFJetAve80_v11 | 0.000001335    | 0.000001215   |
| 306455:6371 | 11/09/17 14:53:13 | 6    | HLT_DiPFJetAve80_v11 | 0.000001235    | 0.000000954   |
| 306456:6371 | 11/09/17 14:58:09 | 783  | HLT_DiPFJetAve80_v11 | 0.000011903    | 0.000011386   |
| 306457:6371 | 11/09/17 20:03:47 | 28   | HLT_DiPFJetAve80_v11 | 0.000000393    | 0.000000364   |
| 306458:6371 | 11/09/17 20:15:39 | 221  | HLT_DiPFJetAve80_v11 | 0.000003153    | 0.000003033   |
| 306459:6371 | 11/09/17 22:00:10 | 2273 | HLT_DiPFJetAve80_v11 | 0.000035859    | 0.000035065   |
| 306460:6371 | 11/10/17 12:48:13 | 64   | HLT_DiPFJetAve80_v11 | 0.000001028    | 0.000000990   |
| 302026:6147 | 08/30/17 06:49:09 | 30   | HLT_DiPFJetAve80_v8  | 0.000000344    | 0.000000306   |
| 302029:6147 | 08/30/17 07:16:38 | 92   | HLT_DiPFJetAve80_v8  | 0.000001225    | 0.000001005   |
| 302031:6147 | 08/30/17 08:08:29 | 814  | HLT_DiPFJetAve80_v8  | 0.000011290    | 0.000010816   |
| 302033:6147 | 08/30/17 13:34:23 | 41   | HLT_DiPFJetAve80_v8  | 0.000000740    | 0.000000682   |
| 302034:6147 | 08/30/17 13:54:42 | 12   | HLT_DiPFJetAve80_v8  | 0.000000215    | 0.000000064   |
| 302037:6147 | 08/30/17 14:25:38 | 2    | HLT_DiPFJetAve80_v8  | 0.000000035    | 0.000000008   |
| 302038:6147 | 08/30/17 14:31:57 | 1    | HLT_DiPFJetAve80_v8  | 0.000000017    | 0.000000001   |
| 302040:6147 | 08/30/17 14:35:43 | 168  | HLT_DiPFJetAve80_v8  | 0.000002850    | 0.000002787   |
| 302041:6147 | 08/30/17 15:44:00 | 65   | HLT_DiPFJetAve80_v8  | 0.000001052    | 0.000001029   |
| 302042:6147 | 08/30/17 16:12:11 | 516  | HLT_DiPFJetAve80_v8  | 0.000007469    | 0.000007312   |
| 302043:6147 | 08/30/17 19:35:17 | 228  | HLT_DiPFJetAve80_v8  | 0.000003088    | 0.000003027   |
| 302131:6152 | 08/31/17 12:32:49 | 873  | HLT_DiPFJetAve80_v8  | 0.000013349    | 0.000013060   |
| 302159:6155 | 09/01/17 00:37:45 | 108  | HLT_DiPFJetAve80_v8  | 0.000001480    | 0.000001400   |
| 302163:6156 | 09/01/17 03:33:23 | 1189 | HLT_DiPFJetAve80_v8  | 0.000017274    | 0.000016695   |
| 302165:6156 | 09/01/17 11:25:29 | 80   | HLT_DiPFJetAve80_v8  | 0.000000963    | 0.000000916   |
| 302166:6156 | 09/01/17 11:58:48 | 16   | HLT_DiPFJetAve80_v8  | 0.000000205    | 0.000000202   |
| 302225:6158 | 09/01/17 18:41:42 | 868  | HLT_DiPFJetAve80_v8  | 0.000012231    | 0.000011964   |
| 302228:6159 | 09/02/17 03:31:11 | 234  | HLT_DiPFJetAve80_v8  | 0.000003423    | 0.000003295   |
| 302229:6159 | 09/02/17 05:05:33 | 457  | HLT_DiPFJetAve80_v8  | 0.000006029    | 0.000005886   |
| 302240:6160 | 09/02/17 10:53:49 | 960  | HLT_DiPFJetAve80_v8  | 0.000014163    | 0.000013866   |
| 302262:6161 | 09/03/17 03:32:01 | 428  | HLT_DiPFJetAve80_v8  | 0.000005920    | 0.000005703   |
| 302263:6161 | 09/03/17 06:21:33 | 1250 | HLT_DiPFJetAve80_v8  | 0.000018734    | 0.000018347   |
| 302277:6165 | 09/03/17 22:44:53 | 372  | HLT_DiPFJetAve80_v8  | 0.000004823    | 0.000004683   |
| 302279:6165 | 09/04/17 07:35:57 | 70   | HLT_DiPFJetAve80_v8  | 0.000001366    | 0.000001271   |
| 302280:6165 | 09/04/17 08:06:51 | 152  | HLT_DiPFJetAve80_v8  | 0.000003407    | 0.000003354   |
| 302322:6167 | 09/04/17 17:43:03 | 838  | HLT_DiPFJetAve80_v8  | 0.000012739    | 0.000012435   |
| 302328:6168 | 09/05/17 01:49:04 | 681  | HLT_DiPFJetAve80_v8  | 0.000009598    | 0.000009330   |
| 302337:6169 | 09/05/17 09:16:54 | 127  | HLT_DiPFJetAve80_v8  | 0.000001588    | 0.000001472   |
| 302342:6169 | 09/05/17 10:22:40 | 54   | HLT_DiPFJetAve80_v8  | 0.000000799    | 0.000000604   |
| 302343:6169 | 09/05/17 10:52:16 | 97   | HLT_DiPFJetAve80_v8  | 0.000001383    | 0.000001334   |
| 302344:6169 | 09/05/17 11:33:14 | 480  | HLT_DiPFJetAve80_v8  | 0.000006139    | 0.000005993   |
| 302350:6169 | 09/05/17 15:02:18 | 136  | HLT_DiPFJetAve80_v8  | 0.000002228    | 0.000002193   |
| 302388:6170 | 09/05/17 18:47:02 | 685  | HLT_DiPFJetAve80_v8  | 0.000009092    | 0.000008798   |
| 302392:6171 | 09/06/17 01:57:37 | 355  | HLT_DiPFJetAve80_v8  | 0.000005204    | 0.000004928   |
| 302393:6171 | 09/06/17 04:19:09 | 887  | HLT_DiPFJetAve80_v8  | 0.000012001    | 0.000011750   |
| 302448:6174 | 09/06/17 20:48:45 | 1898 | HLT_DiPFJetAve80_v8  | 0.000027419    | 0.000026774   |
| 302472:6175 | 09/07/17 11:26:58 | 781  | HLT_DiPFJetAve80_v8  | 0.000010595    | 0.000010181   |
| 302473:6175 | 09/07/17 16:32:57 | 368  | HLT_DiPFJetAve80_v8  | 0.000005404    | 0.000005260   |
| 302474:6175 | 09/07/17 19:17:17 | 305  | HLT_DiPFJetAve80_v8  | 0.000003966    | 0.000003782   |
| 302475:6175 | 09/07/17 21:17:58 | 2    | HLT_DiPFJetAve80_v8  | 0.000001013    | 0.000000356   |
| 302476:6175 | 09/07/17 21:22:33 | 259  | HLT_DiPFJetAve80_v8  | 0.000004077    | 0.000003978   |
| 302479:6176 | 09/08/17 01:19:43 | 309  | HLT_DiPFJetAve80_v8  | 0.000004597    | 0.000004391   |
| 302484:6177 | 09/08/17 06:07:18 | 169  | HLT_DiPFJetAve80_v8  | 0.000002506    | 0.000002347   |
| 302485:6177 | 09/08/17 07:17:25 | 922  | HLT_DiPFJetAve80_v8  | 0.000013074    | 0.000012636   |
| 302492:6177 | 09/08/17 13:49:02 | 44   | HLT_DiPFJetAve80_v8  | 0.000000608    | 0.000000591   |
| 302493:6177 | 09/08/17 14:09:59 | 2    | HLT_DiPFJetAve80_v8  | 0.000313803    | 0.000141710   |
| 302494:6177 | 09/08/17 14:13:24 | 618  | HLT_DiPFJetAve80_v8  | 0.000010456    | 0.000010224   |
| 302509:6179 | 09/08/17 23:12:14 | 20   | HLT_DiPFJetAve80_v9  | 0.000000283    | 0.000000274   |
| 302513:6180 | 09/09/17 02:18:36 | 53   | HLT_DiPFJetAve80_v9  | 0.000000727    | 0.000000670   |
| 302522:6182 | 09/09/17 07:21:36 | 12   | HLT_DiPFJetAve80_v9  | 0.000000154    | 0.000000033   |
| 302523:6182 | 09/09/17 07:29:07 | 54   | HLT_DiPFJetAve80_v9  | 0.000000831    | 0.000000707   |
| 302525:6182 | 09/09/17 07:58:46 | 702  | HLT_DiPFJetAve80_v9  | 0.000009507    | 0.000009159   |
| 302526:6182 | 09/09/17 13:00:58 | 582  | HLT_DiPFJetAve80_v9  | 0.000007882    | 0.000007692   |
| 302548:6185 | 09/10/17 01:59:07 | 81   | HLT_DiPFJetAve80_v9  | 0.000001132    | 0.000001014   |
| 302551:6185 | 09/10/17 02:41:42 | 6    | HLT_DiPFJetAve80_v9  | 0.000003291    | 0.000000260   |
| 302553:6185 | 09/10/17 02:50:55 | 187  | HLT_DiPFJetAve80_v9  | 0.000002557    | 0.000002437   |
| 302554:6185 | 09/10/17 04:05:18 | 3    | HLT_DiPFJetAve80_v9  | 0.000001489    | 0.000000229   |
| 302555:6185 | 09/10/17 04:09:27 | 11   | HLT_DiPFJetAve80_v9  | 0.000000143    | 0.000000126   |
| 302563:6186 | 09/10/17 07:12:18 | 7    | HLT_DiPFJetAve80_v9  | 0.000000082    | 0.000000018   |
| 302565:6186 | 09/10/17 07:21:03 | 3    | HLT_DiPFJetAve80_v9  | 0.000001744    | 0.000000374   |
| 302572:6186 | 09/10/17 08:51:54 | 281  | HLT_DiPFJetAve80_v9  | 0.000003669    | 0.000003537   |
| 302573:6186 | 09/10/17 10:44:44 | 1249 | HLT_DiPFJetAve80_v9  | 0.000017792    | 0.000017389   |
| 302596:6189 | 09/11/17 03:28:46 | 920  | HLT_DiPFJetAve80_v9  | 0.000013015    | 0.000012589   |
| 302597:6189 | 09/11/17 09:35:10 | 1054 | HLT_DiPFJetAve80_v9  | 0.000015638    | 0.000015329   |
| 302634:6191 | 09/12/17 01:21:56 | 582  | HLT_DiPFJetAve80_v9  | 0.000008066    | 0.000007657   |
| 302635:6191 | 09/12/17 05:18:01 | 1252 | HLT_DiPFJetAve80_v9  | 0.000018177    | 0.000017689   |
| 302651:6192 | 09/12/17 16:37:00 | 146  | HLT_DiPFJetAve80_v9  | 0.000002189    | 0.000001976   |
| 302654:6192 | 09/12/17 17:38:00 | 317  | HLT_DiPFJetAve80_v9  | 0.000004316    | 0.000004208   |
| 302661:6193 | 09/12/17 22:27:07 | 67   | HLT_DiPFJetAve80_v9  | 0.000000931    | 0.000000623   |
| 302663:6193 | 09/12/17 23:00:30 | 706  | HLT_DiPFJetAve80_v9  | 0.000013301    | 0.000012969   |
| 303825:6239 | 09/24/17 07:38:22 | 180  | HLT_DiPFJetAve80_v9  | 0.000002620    | 0.000002571   |
| 303832:6240 | 09/24/17 11:12:03 | 1857 | HLT_DiPFJetAve80_v9  | 0.000025825    | 0.000025120   |
| 303838:6241 | 09/25/17 01:48:14 | 1963 | HLT_DiPFJetAve80_v9  | 0.000027833    | 0.000026994   |
| 303885:6243 | 09/25/17 19:09:18 | 1993 | HLT_DiPFJetAve80_v9  | 0.000027262    | 0.000026308   |
| 303948:6245 | 09/26/17 12:47:20 | 1624 | HLT_DiPFJetAve80_v9  | 0.000022743    | 0.000021897   |
| 303998:6247 | 09/27/17 07:04:50 | 262  | HLT_DiPFJetAve80_v9  | 0.000003412    | 0.000003139   |
| 303999:6247 | 09/27/17 08:51:42 | 747  | HLT_DiPFJetAve80_v9  | 0.000010937    | 0.000010512   |
| 304000:6247 | 09/27/17 13:43:21 | 56   | HLT_DiPFJetAve80_v9  | 0.000000714    | 0.000000700   |
| 304062:6252 | 09/27/17 20:37:25 | 1961 | HLT_DiPFJetAve80_v9  | 0.000028367    | 0.000027430   |
| 304119:6253 | 09/28/17 12:28:48 | 72   | HLT_DiPFJetAve80_v9  | 0.000000863    | 0.000000769   |
| 304120:6253 | 09/28/17 13:00:38 | 252  | HLT_DiPFJetAve80_v9  | 0.000003376    | 0.000003136   |
| 304125:6253 | 09/28/17 14:40:12 | 1769 | HLT_DiPFJetAve80_v9  | 0.000025995    | 0.000025346   |
| 304144:6255 | 09/29/17 05:27:56 | 2580 | HLT_DiPFJetAve80_v9  | 0.000037194    | 0.000035912   |
| 304158:6258 | 09/30/17 06:34:02 | 1922 | HLT_DiPFJetAve80_v9  | 0.000031502    | 0.000030524   |
| 304169:6259 | 09/30/17 22:12:01 | 1666 | HLT_DiPFJetAve80_v9  | 0.000031832    | 0.000030879   |
| 304170:6259 | 10/01/17 09:08:28 | 620  | HLT_DiPFJetAve80_v9  | 0.000020499    | 0.000020113   |
| 304199:6261 | 10/01/17 18:52:32 | 5    | HLT_DiPFJetAve80_v9  | 0.000000066    | 0.000000002   |
| 304200:6261 | 10/01/17 18:55:56 | 321  | HLT_DiPFJetAve80_v9  | 0.000004606    | 0.000004374   |
| 304204:6262 | 10/01/17 23:41:28 | 553  | HLT_DiPFJetAve80_v9  | 0.000007508    | 0.000007070   |
| 304209:6263 | 10/02/17 05:33:50 | 405  | HLT_DiPFJetAve80_v9  | 0.000005467    | 0.000005040   |
| 304291:6266 | 10/02/17 17:40:12 | 22   | HLT_DiPFJetAve80_v9  | 0.000000213    | 0.000000124   |
| 304292:6266 | 10/02/17 17:51:42 | 1753 | HLT_DiPFJetAve80_v9  | 0.000023652    | 0.000022578   |
| 304333:6268 | 10/03/17 11:50:16 | 1580 | HLT_DiPFJetAve80_v9  | 0.000021041    | 0.000020249   |
| 304354:6269 | 10/04/17 03:17:59 | 214  | HLT_DiPFJetAve80_v9  | 0.000002364    | 0.000002231   |
| 304366:6271 | 10/04/17 09:20:21 | 1819 | HLT_DiPFJetAve80_v9  | 0.000024290    | 0.000023432   |
| 304446:6272 | 10/05/17 00:46:48 | 55   | HLT_DiPFJetAve80_v9  | 0.000000638    | 0.000000549   |
| 304447:6272 | 10/05/17 01:17:36 | 1639 | HLT_DiPFJetAve80_v9  | 0.000024474    | 0.000023463   |
| 304451:6272 | 10/05/17 12:15:05 | 54   | HLT_DiPFJetAve80_v9  | 0.000001047    | 0.000000986   |
| 304505:6275 | 10/05/17 18:53:15 | 26   | HLT_DiPFJetAve80_v9  | 0.000000299    | 0.000000252   |
| 304506:6275 | 10/05/17 19:04:50 | 370  | HLT_DiPFJetAve80_v9  | 0.000004073    | 0.000003906   |
| 304507:6275 | 10/05/17 21:32:15 | 235  | HLT_DiPFJetAve80_v9  | 0.000002810    | 0.000002053   |
| 304508:6275 | 10/05/17 23:07:03 | 1324 | HLT_DiPFJetAve80_v9  | 0.000018815    | 0.000018344   |
| 304562:6276 | 10/06/17 12:30:33 | 794  | HLT_DiPFJetAve80_v9  | 0.000014852    | 0.000013797   |
| 304616:6278 | 10/06/17 22:15:30 | 942  | HLT_DiPFJetAve80_v9  | 0.000012352    | 0.000011710   |
| 304625:6279 | 10/07/17 07:35:53 | 462  | HLT_DiPFJetAve80_v9  | 0.000005251    | 0.000004624   |
| 304626:6279 | 10/07/17 10:38:44 | 8    | HLT_DiPFJetAve80_v9  | 0.000000093    | 0.000000085   |
| 304654:6283 | 10/08/17 01:25:39 | 645  | HLT_DiPFJetAve80_v9  | 0.000007597    | 0.000006326   |
| 304655:6283 | 10/08/17 05:39:51 | 1194 | HLT_DiPFJetAve80_v9  | 0.000017230    | 0.000016618   |
| 304661:6284 | 10/08/17 15:49:49 | 142  | HLT_DiPFJetAve80_v9  | 0.000001603    | 0.000001509   |
| 304662:6284 | 10/08/17 17:02:49 | 147  | HLT_DiPFJetAve80_v9  | 0.000001595    | 0.000001464   |
| 304663:6284 | 10/08/17 18:03:25 | 689  | HLT_DiPFJetAve80_v9  | 0.000009727    | 0.000009309   |
| 304671:6285 | 10/09/17 00:42:58 | 1139 | HLT_DiPFJetAve80_v9  | 0.000014994    | 0.000014239   |
| 304672:6285 | 10/09/17 08:09:10 | 60   | HLT_DiPFJetAve80_v9  | 0.000000819    | 0.000000801   |
| 304737:6287 | 10/09/17 19:53:10 | 75   | HLT_DiPFJetAve80_v9  | 0.000000863    | 0.000000803   |
| 304738:6287 | 10/09/17 20:24:42 | 1677 | HLT_DiPFJetAve80_v9  | 0.000023585    | 0.000022704   |
| 304739:6287 | 10/10/17 07:20:18 | 11   | HLT_DiPFJetAve80_v9  | 0.000000230    | 0.000000206   |
| 304740:6287 | 10/10/17 07:25:27 | 278  | HLT_DiPFJetAve80_v9  | 0.000005427    | 0.000005299   |
| 304776:6288 | 10/10/17 12:08:18 | 41   | HLT_DiPFJetAve80_v9  | 0.000000462    | 0.000000306   |
| 304777:6288 | 10/10/17 12:27:41 | 497  | HLT_DiPFJetAve80_v9  | 0.000005553    | 0.000005288   |
| 304778:6288 | 10/10/17 15:47:07 | 1297 | HLT_DiPFJetAve80_v9  | 0.000018561    | 0.000018057   |
| 304797:6291 | 10/11/17 07:04:09 | 2910 | HLT_DiPFJetAve80_v9  | 0.000041305    | 0.000040016   |
| 305044:6297 | 10/13/17 21:00:45 | 218  | HLT_DiPFJetAve80_v9  | 0.000002550    | 0.000002392   |
| 305045:6297 | 10/13/17 23:11:07 | 873  | HLT_DiPFJetAve80_v9  | 0.000015773    | 0.000015098   |
| 305046:6297 | 10/14/17 04:51:45 | 683  | HLT_DiPFJetAve80_v9  | 0.000012626    | 0.000012300   |
| 305059:6298 | 10/14/17 11:45:00 | 510  | HLT_DiPFJetAve80_v9  | 0.000005653    | 0.000005163   |
| 305062:6298 | 10/14/17 15:13:17 | 5    | HLT_DiPFJetAve80_v9  | 0.000000991    | 0.000000768   |
| 305063:6298 | 10/14/17 15:18:15 | 35   | HLT_DiPFJetAve80_v9  | 0.000000385    | 0.000000318   |
| 305064:6298 | 10/14/17 15:34:27 | 2045 | HLT_DiPFJetAve80_v9  | 0.000029166    | 0.000028384   |
| 305081:6300 | 10/15/17 09:05:35 | 1056 | HLT_DiPFJetAve80_v9  | 0.000013579    | 0.000012825   |
| 305112:6303 | 10/15/17 23:07:00 | 1455 | HLT_DiPFJetAve80_v9  | 0.000019787    | 0.000018946   |
| 305113:6303 | 10/16/17 08:40:46 | 59   | HLT_DiPFJetAve80_v9  | 0.000000750    | 0.000000719   |
| 305114:6303 | 10/16/17 09:05:22 | 526  | HLT_DiPFJetAve80_v9  | 0.000007479    | 0.000007297   |
| 305178:6304 | 10/16/17 17:19:50 | 53   | HLT_DiPFJetAve80_v9  | 0.000000603    | 0.000000561   |
| 305179:6304 | 10/16/17 17:41:42 | 17   | HLT_DiPFJetAve80_v9  | 0.000000194    | 0.000000126   |
| 305180:6304 | 10/16/17 17:50:42 | 5    | HLT_DiPFJetAve80_v9  | 0.000001017    | 0.000000326   |
| 305181:6304 | 10/16/17 17:55:03 | 7    | HLT_DiPFJetAve80_v9  | 0.000001450    | 0.000000344   |
| 305182:6304 | 10/16/17 18:00:34 | 5    | HLT_DiPFJetAve80_v9  | 0.000001023    | 0.000000560   |
| 305183:6304 | 10/16/17 18:04:56 | 232  | HLT_DiPFJetAve80_v9  | 0.000002636    | 0.000002527   |
| 305184:6304 | 10/16/17 19:50:14 | 8    | HLT_DiPFJetAve80_v9  | 0.000001616    | 0.000000061   |
| 305186:6304 | 10/16/17 19:58:49 | 415  | HLT_DiPFJetAve80_v9  | 0.000004937    | 0.000004719   |
| 305188:6304 | 10/16/17 23:07:05 | 1002 | HLT_DiPFJetAve80_v9  | 0.000034219    | 0.000033187   |
| 305202:6305 | 10/17/17 08:18:29 | 648  | HLT_DiPFJetAve80_v9  | 0.000007424    | 0.000006991   |
| 305204:6305 | 10/17/17 13:20:31 | 1229 | HLT_DiPFJetAve80_v9  | 0.000017105    | 0.000016581   |
| 305207:6306 | 10/17/17 23:34:03 | 1026 | HLT_DiPFJetAve80_v9  | 0.000012395    | 0.000011890   |
| 305208:6306 | 10/18/17 06:15:41 | 372  | HLT_DiPFJetAve80_v9  | 0.000005698    | 0.000005464   |
| 305234:6307 | 10/18/17 11:00:15 | 46   | HLT_DiPFJetAve80_v9  | 0.000000573    | 0.000000449   |
| 305236:6307 | 10/18/17 11:28:42 | 23   | HLT_DiPFJetAve80_v9  | 0.000000293    | 0.000000238   |
| 305237:6307 | 10/18/17 11:42:18 | 1146 | HLT_DiPFJetAve80_v9  | 0.000015981    | 0.000015276   |
| 305247:6308 | 10/18/17 23:58:28 | 375  | HLT_DiPFJetAve80_v9  | 0.000004788    | 0.000004484   |
| 305248:6308 | 10/19/17 02:26:29 | 952  | HLT_DiPFJetAve80_v9  | 0.000013252    | 0.000012578   |
| 305252:6308 | 10/19/17 09:09:00 | 548  | HLT_DiPFJetAve80_v9  | 0.000007630    | 0.000007455   |
| 305282:6309 | 10/19/17 15:28:19 | 133  | HLT_DiPFJetAve80_v9  | 0.000001683    | 0.000001609   |
| 305310:6311 | 10/19/17 20:28:01 | 389  | HLT_DiPFJetAve80_v9  | 0.000004958    | 0.000004664   |
| 305311:6311 | 10/19/17 23:03:23 | 153  | HLT_DiPFJetAve80_v9  | 0.000001859    | 0.000001736   |
| 305312:6311 | 10/20/17 00:05:08 | 227  | HLT_DiPFJetAve80_v9  | 0.000002962    | 0.000002789   |
| 305313:6311 | 10/20/17 01:35:47 | 739  | HLT_DiPFJetAve80_v9  | 0.000010770    | 0.000010283   |
| 305314:6311 | 10/20/17 06:25:45 | 404  | HLT_DiPFJetAve80_v9  | 0.000006081    | 0.000005924   |
| 305336:6312 | 10/20/17 12:11:09 | 206  | HLT_DiPFJetAve80_v9  | 0.000002323    | 0.000002163   |
